time_stamp,humidity,pm2.5_alt,pm2.5_atm,pm2.5_cf_1
2022-05-26 00:00:00+02:00,,4.4,6.545,6.545
2022-05-26 02:00:00+02:00,,2.5,3.56,3.56
2022-05-26 03:00:00+02:00,,2.7,3.7745,3.7745
2022-05-26 04:00:00+02:00,,2.8,4.0485,4.0485
2022-05-26 05:00:00+02:00,,3.7,5.5025,5.5025
2022-05-26 06:00:00+02:00,,3.3,5.300000000000001,5.300000000000001
2022-05-26 07:00:00+02:00,,3.6,5.2885,5.2885
2022-05-26 08:00:00+02:00,,3.6,5.367,5.367
2022-05-26 09:00:00+02:00,,3.9,5.7605,5.7605
2022-05-26 10:00:00+02:00,,3.6,5.3225,5.3225
2022-05-26 11:00:00+02:00,,3.2,4.786,4.786
2022-05-26 12:00:00+02:00,,3.2,4.6785,4.6785
2022-05-26 13:00:00+02:00,,3.4,5.1455,5.1455
2022-05-26 15:00:00+02:00,,3.3,4.87,4.87
2023-01-04 19:00:00+01:00,,90.1,132.1855,199.7985
2023-01-04 20:00:00+01:00,,78.4,116.0605,175.5075
2023-01-04 21:00:00+01:00,,46.7,71.78999999999999,106.1465
2023-01-04 22:00:00+01:00,,48.2,74.586,110.8845
2023-01-04 23:00:00+01:00,,33.8,59.258,78.259
2023-01-05 00:00:00+01:00,,31.3,56.8665,72.5335
2023-01-05 01:00:00+01:00,,63.5,98.275,148.264
2023-01-05 02:00:00+01:00,,67.6,104.8275,158.8845
2023-01-05 03:00:00+01:00,,51.6,81.019,121.837
2023-01-05 04:00:00+01:00,,31.6,58.42100000000001,74.78450000000001
2023-01-05 05:00:00+01:00,,41.2,69.08099999999999,97.624
2023-01-05 06:00:00+01:00,,47.1,75.7355,112.027
2023-01-05 07:00:00+01:00,,52.0,83.0515,124.789
2023-01-05 08:00:00+01:00,,46.0,74.1535,108.446
2023-01-05 09:00:00+01:00,,78.4,108.839,164.69
2023-01-05 10:00:00+01:00,,72.5,96.6885,146.477
2023-01-05 11:00:00+01:00,,66.7,84.2875,127.4815
2023-01-05 12:00:00+01:00,,52.6,66.3455,98.377
2023-01-05 13:00:00+01:00,,21.1,33.5655,39.6525
2023-01-05 14:00:00+01:00,,20.8,37.344,40.58
2023-01-05 15:00:00+01:00,,25.4,42.913,50.544
2023-01-05 16:00:00+01:00,,55.3,77.90899999999999,115.71
2023-01-05 17:00:00+01:00,,76.5,106.965,161.9035
2023-01-05 18:00:00+01:00,,74.4,105.9535,158.73649999999998
2023-01-05 19:00:00+01:00,,57.2,83.162,124.9315
